time,rr_interval,bpm
2025-10-16 09:20:31.706,706,84.98583569405099
2025-10-16 09:20:32.441,735,81.63265306122449
2025-10-16 09:20:33.178,737,81.41112618724559
2025-10-16 09:20:33.866,688,87.20930232558139
2025-10-16 09:20:34.561,695,86.33093525179856
2025-10-16 09:20:35.200,639,93.89671361502347
2025-10-16 09:20:35.812,612,98.03921568627452
2025-10-16 09:20:36.379,567,105.82010582010582
2025-10-16 09:20:36.793,414,144.92753623188406
2025-10-16 09:20:37.433,640,93.75
2025-10-16 09:20:38.005,572,104.8951048951049
2025-10-16 09:20:38.540,535,112.14953271028037
2025-10-16 09:20:39.074,534,112.35955056179775
2025-10-16 09:20:39.601,527,113.85199240986718
2025-10-16 09:20:40.138,537,111.73184357541899
2025-10-16 09:20:40.672,534,112.35955056179775
2025-10-16 09:20:41.220,548,109.48905109489051
2025-10-16 09:20:41.766,546,109.89010989010988
2025-10-16 09:20:42.316,550,109.0909090909091
2025-10-16 09:20:42.873,557,107.71992818671454
2025-10-16 09:20:43.443,570,105.26315789473684
2025-10-16 09:20:44.005,562,106.76156583629893
2025-10-16 09:20:44.580,575,104.34782608695652
2025-10-16 09:20:45.159,579,103.62694300518135
2025-10-16 09:20:45.741,582,103.09278350515464
2025-10-16 09:20:46.309,568,105.63380281690141
2025-10-16 09:20:46.873,564,106.38297872340425
2025-10-16 09:20:47.439,566,106.00706713780919
2025-10-16 09:20:48.004,565,106.19469026548673
2025-10-16 09:20:48.559,555,108.10810810810811
2025-10-16 09:20:49.108,549,109.2896174863388
2025-10-16 09:20:49.654,546,109.89010989010988
2025-10-16 09:20:50.197,543,110.49723756906077
2025-10-16 09:20:50.733,536,111.94029850746269
2025-10-16 09:20:51.268,535,112.14953271028037
2025-10-16 09:20:51.819,551,108.8929219600726
2025-10-16 09:20:52.358,539,111.31725417439704
2025-10-16 09:20:52.887,529,113.42155009451795
2025-10-16 09:20:53.408,521,115.16314779270634
2025-10-16 09:20:53.928,520,115.38461538461539
2025-10-16 09:20:54.442,514,116.73151750972762
2025-10-16 09:20:54.954,512,117.1875
2025-10-16 09:20:55.464,510,117.6470588235294
2025-10-16 09:20:55.972,508,118.11023622047244
2025-10-16 09:20:56.324,352,170.45454545454547
2025-10-16 09:20:56.988,664,90.36144578313252
2025-10-16 09:20:57.500,512,117.1875
2025-10-16 09:20:58.013,513,116.95906432748538
2025-10-16 09:20:58.536,523,114.72275334608031
2025-10-16 09:20:59.052,516,116.27906976744185
2025-10-16 09:20:59.571,519,115.60693641618496
2025-10-16 09:21:00.093,522,114.94252873563218
2025-10-16 09:21:00.613,520,115.38461538461539
2025-10-16 09:21:01.129,516,116.27906976744185
2025-10-16 09:21:01.649,520,115.38461538461539
2025-10-16 09:21:02.173,524,114.50381679389314
2025-10-16 09:21:02.699,526,114.06844106463879
2025-10-16 09:21:03.218,519,115.60693641618496
2025-10-16 09:21:03.741,523,114.72275334608031
2025-10-16 09:21:04.266,525,114.28571428571429
2025-10-16 09:21:04.791,525,114.28571428571429
2025-10-16 09:21:05.302,511,117.41682974559687
2025-10-16 09:21:05.844,542,110.7011070110701
2025-10-16 09:21:06.363,519,115.60693641618496
2025-10-16 09:21:06.872,509,117.87819253438114
2025-10-16 09:21:07.376,504,119.04761904761905
2025-10-16 09:21:07.880,504,119.04761904761905
2025-10-16 09:21:09.374,1494,40.16064257028113
2025-10-16 09:21:09.881,507,118.34319526627219
2025-10-16 09:21:10.388,507,118.34319526627219
2025-10-16 09:21:10.900,512,117.1875
2025-10-16 09:21:11.414,514,116.73151750972762
2025-10-16 09:21:11.943,529,113.42155009451795
2025-10-16 09:21:12.458,515,116.50485436893204
2025-10-16 09:21:12.958,500,120.0
2025-10-16 09:21:13.479,521,115.16314779270634
